"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"PRT","CPI","TOT","IDX2015","A","1967",1.393745,
"PRT","CPI","TOT","IDX2015","A","1968",1.478504,
"PRT","CPI","TOT","IDX2015","A","1969",1.608357,
"PRT","CPI","TOT","IDX2015","A","1970",1.710973,
"PRT","CPI","TOT","IDX2015","A","1971",1.915381,
"PRT","CPI","TOT","IDX2015","A","1972",2.119625,
"PRT","CPI","TOT","IDX2015","A","1973",2.394638,
"PRT","CPI","TOT","IDX2015","A","1974",2.99528,
"PRT","CPI","TOT","IDX2015","A","1975",3.45271,
"PRT","CPI","TOT","IDX2015","A","1976",4.182678,
"PRT","CPI","TOT","IDX2015","A","1977",5.480009,
"PRT","CPI","TOT","IDX2015","A","1978",6.632935,
"PRT","CPI","TOT","IDX2015","A","1979",8.085497,
"PRT","CPI","TOT","IDX2015","A","1980",9.368462,
"PRT","CPI","TOT","IDX2015","A","1981",11.15226,
"PRT","CPI","TOT","IDX2015","A","1982",13.56998,
"PRT","CPI","TOT","IDX2015","A","1983",16.82715,
"PRT","CPI","TOT","IDX2015","A","1984",21.60348,
"PRT","CPI","TOT","IDX2015","A","1985",25.80782,
"PRT","CPI","TOT","IDX2015","A","1986",28.99027,
"PRT","CPI","TOT","IDX2015","A","1987",31.78344,
"PRT","CPI","TOT","IDX2015","A","1988",34.99408,
"PRT","CPI","TOT","IDX2015","A","1989",39.43354,
"PRT","CPI","TOT","IDX2015","A","1990",44.80856,
"PRT","CPI","TOT","IDX2015","A","1991",50.11814,
"PRT","CPI","TOT","IDX2015","A","1992",54.90906,
"PRT","CPI","TOT","IDX2015","A","1993",58.63397,
"PRT","CPI","TOT","IDX2015","A","1994",61.81219,
"PRT","CPI","TOT","IDX2015","A","1995",64.4224,
"PRT","CPI","TOT","IDX2015","A","1996",66.39951,
"PRT","CPI","TOT","IDX2015","A","1997",67.95118,
"PRT","CPI","TOT","IDX2015","A","1998",69.69939,
"PRT","CPI","TOT","IDX2015","A","1999",71.33043,
"PRT","CPI","TOT","IDX2015","A","2000",73.36551,
"PRT","CPI","TOT","IDX2015","A","2001",76.57151,
"PRT","CPI","TOT","IDX2015","A","2002",79.32835,
"PRT","CPI","TOT","IDX2015","A","2003",81.88192,
"PRT","CPI","TOT","IDX2015","A","2004",83.81873,
"PRT","CPI","TOT","IDX2015","A","2005",85.72741,
"PRT","CPI","TOT","IDX2015","A","2006",88.39153,
"PRT","CPI","TOT","IDX2015","A","2007",90.56063,
"PRT","CPI","TOT","IDX2015","A","2008",92.9048,
"PRT","CPI","TOT","IDX2015","A","2009",92.12856,
"PRT","CPI","TOT","IDX2015","A","2010",93.42072,
"PRT","CPI","TOT","IDX2015","A","2011",96.83339,
"PRT","CPI","TOT","IDX2015","A","2012",99.51891,
"PRT","CPI","TOT","IDX2015","A","2013",99.79201,
"PRT","CPI","TOT","IDX2015","A","2014",99.51443,
"PRT","CPI","TOT","IDX2015","A","2015",100,
"PRT","CPI","TOT","IDX2015","A","2016",100.6074,
"PRT","CPI","TOT","IDX2015","A","2017",101.9843,
"PRT","CPI","TOT","IDX2015","A","2018",102.9978,
"PRT","CPI","TOT","IDX2015","A","2019",103.3461,
"PRT","CPI","TOT","IDX2015","A","2020",103.3332,
"SVK","CPI","TOT","IDX2015","A","1991",24.02011,
"SVK","CPI","TOT","IDX2015","A","1992",26.39654,
"SVK","CPI","TOT","IDX2015","A","1993",32.54351,
"SVK","CPI","TOT","IDX2015","A","1994",36.90939,
"SVK","CPI","TOT","IDX2015","A","1995",40.54168,
"SVK","CPI","TOT","IDX2015","A","1996",42.8833,
"SVK","CPI","TOT","IDX2015","A","1997",45.51719,
"SVK","CPI","TOT","IDX2015","A","1998",48.5512,
"SVK","CPI","TOT","IDX2015","A","1999",53.68328,
"SVK","CPI","TOT","IDX2015","A","2000",60.14448,
"SVK","CPI","TOT","IDX2015","A","2001",64.55285,
"SVK","CPI","TOT","IDX2015","A","2002",66.5715,
"SVK","CPI","TOT","IDX2015","A","2003",72.26612,
"SVK","CPI","TOT","IDX2015","A","2004",77.72113,
"SVK","CPI","TOT","IDX2015","A","2005",79.82666,
"SVK","CPI","TOT","IDX2015","A","2006",83.40556,
"SVK","CPI","TOT","IDX2015","A","2007",85.70482,
"SVK","CPI","TOT","IDX2015","A","2008",89.64568,
"SVK","CPI","TOT","IDX2015","A","2009",91.09355,
"SVK","CPI","TOT","IDX2015","A","2010",91.96533,
"SVK","CPI","TOT","IDX2015","A","2011",95.56972,
"SVK","CPI","TOT","IDX2015","A","2012",99.01606,
"SVK","CPI","TOT","IDX2015","A","2013",100.4028,
"SVK","CPI","TOT","IDX2015","A","2014",100.3263,
"SVK","CPI","TOT","IDX2015","A","2015",100,
"SVK","CPI","TOT","IDX2015","A","2016",99.47999,
"SVK","CPI","TOT","IDX2015","A","2017",100.7851,
"SVK","CPI","TOT","IDX2015","A","2018",103.3189,
"SVK","CPI","TOT","IDX2015","A","2019",106.0719,
"SVK","CPI","TOT","IDX2015","A","2020",108.1264,
"ESP","CPI","TOT","IDX2015","A","1955",1.859502,
"ESP","CPI","TOT","IDX2015","A","1956",1.968332,
"ESP","CPI","TOT","IDX2015","A","1957",2.18037,
"ESP","CPI","TOT","IDX2015","A","1958",2.472081,
"ESP","CPI","TOT","IDX2015","A","1959",2.652784,
"ESP","CPI","TOT","IDX2015","A","1960",2.684028,
"ESP","CPI","TOT","IDX2015","A","1961",2.705749,
"ESP","CPI","TOT","IDX2015","A","1962",2.860152,
"ESP","CPI","TOT","IDX2015","A","1963",3.110234,
"ESP","CPI","TOT","IDX2015","A","1964",3.327306,
"ESP","CPI","TOT","IDX2015","A","1965",3.76698,
"ESP","CPI","TOT","IDX2015","A","1966",4.002054,
"ESP","CPI","TOT","IDX2015","A","1967",4.25785,
"ESP","CPI","TOT","IDX2015","A","1968",4.4688,
"ESP","CPI","TOT","IDX2015","A","1969",4.565341,
"ESP","CPI","TOT","IDX2015","A","1970",4.826988,
"ESP","CPI","TOT","IDX2015","A","1971",5.224581,
"ESP","CPI","TOT","IDX2015","A","1972",5.656774,
"ESP","CPI","TOT","IDX2015","A","1973",6.302591,
"ESP","CPI","TOT","IDX2015","A","1974",7.290861,
"ESP","CPI","TOT","IDX2015","A","1975",8.526901,
"ESP","CPI","TOT","IDX2015","A","1976",10.02976,
"ESP","CPI","TOT","IDX2015","A","1977",12.49086,
"ESP","CPI","TOT","IDX2015","A","1978",14.96077,
"ESP","CPI","TOT","IDX2015","A","1979",17.30366,
"ESP","CPI","TOT","IDX2015","A","1980",19.99644,
"ESP","CPI","TOT","IDX2015","A","1981",22.90579,
"ESP","CPI","TOT","IDX2015","A","1982",26.20766,
"ESP","CPI","TOT","IDX2015","A","1983",29.3982,
"ESP","CPI","TOT","IDX2015","A","1984",32.71439,
"ESP","CPI","TOT","IDX2015","A","1985",35.59799,
"ESP","CPI","TOT","IDX2015","A","1986",38.72881,
"ESP","CPI","TOT","IDX2015","A","1987",40.76131,
"ESP","CPI","TOT","IDX2015","A","1988",42.73304,
"ESP","CPI","TOT","IDX2015","A","1989",45.63523,
"ESP","CPI","TOT","IDX2015","A","1990",48.70275,
"ESP","CPI","TOT","IDX2015","A","1991",51.59287,
"ESP","CPI","TOT","IDX2015","A","1992",54.64951,
"ESP","CPI","TOT","IDX2015","A","1993",57.14648,
"ESP","CPI","TOT","IDX2015","A","1994",59.84289,
"ESP","CPI","TOT","IDX2015","A","1995",62.63983,
"ESP","CPI","TOT","IDX2015","A","1996",64.86909,
"ESP","CPI","TOT","IDX2015","A","1997",66.14771,
"ESP","CPI","TOT","IDX2015","A","1998",67.36108,
"ESP","CPI","TOT","IDX2015","A","1999",68.91734,
"ESP","CPI","TOT","IDX2015","A","2000",71.28364,
"ESP","CPI","TOT","IDX2015","A","2001",73.8426,
"ESP","CPI","TOT","IDX2015","A","2002",76.10644,
"ESP","CPI","TOT","IDX2015","A","2003",78.41949,
"ESP","CPI","TOT","IDX2015","A","2004",80.80282,
"ESP","CPI","TOT","IDX2015","A","2005",83.52463,
"ESP","CPI","TOT","IDX2015","A","2006",86.46083,
"ESP","CPI","TOT","IDX2015","A","2007",88.87052,
"ESP","CPI","TOT","IDX2015","A","2008",92.49258,
"ESP","CPI","TOT","IDX2015","A","2009",92.2262,
"ESP","CPI","TOT","IDX2015","A","2010",93.88617,
"ESP","CPI","TOT","IDX2015","A","2011",96.8869,
"ESP","CPI","TOT","IDX2015","A","2012",99.25676,
"ESP","CPI","TOT","IDX2015","A","2013",100.6548,
"ESP","CPI","TOT","IDX2015","A","2014",100.503,
"ESP","CPI","TOT","IDX2015","A","2015",100,
"ESP","CPI","TOT","IDX2015","A","2016",99.79733,
"ESP","CPI","TOT","IDX2015","A","2017",101.7495,
"ESP","CPI","TOT","IDX2015","A","2018",103.4538,
"ESP","CPI","TOT","IDX2015","A","2019",104.1775,
"ESP","CPI","TOT","IDX2015","A","2020",103.8414,
"SWE","CPI","TOT","IDX2015","A","1955",7.410897,
"SWE","CPI","TOT","IDX2015","A","1956",7.777129,
"SWE","CPI","TOT","IDX2015","A","1957",8.113137,
"SWE","CPI","TOT","IDX2015","A","1958",8.469589,
"SWE","CPI","TOT","IDX2015","A","1959",8.537676,
"SWE","CPI","TOT","IDX2015","A","1960",8.891288,
"SWE","CPI","TOT","IDX2015","A","1961",9.083159,
"SWE","CPI","TOT","IDX2015","A","1962",9.516081,
"SWE","CPI","TOT","IDX2015","A","1963",9.789358,
"SWE","CPI","TOT","IDX2015","A","1964",10.12099,
"SWE","CPI","TOT","IDX2015","A","1965",10.62833,
"SWE","CPI","TOT","IDX2015","A","1966",11.30905,
"SWE","CPI","TOT","IDX2015","A","1967",11.79414,
"SWE","CPI","TOT","IDX2015","A","1968",12.02331,
"SWE","CPI","TOT","IDX2015","A","1969",12.34698,
"SWE","CPI","TOT","IDX2015","A","1970",13.21329,
"SWE","CPI","TOT","IDX2015","A","1971",14.19048,
"SWE","CPI","TOT","IDX2015","A","1972",15.04296,
"SWE","CPI","TOT","IDX2015","A","1973",16.05354,
"SWE","CPI","TOT","IDX2015","A","1974",17.64473,
"SWE","CPI","TOT","IDX2015","A","1975",19.37036,
"SWE","CPI","TOT","IDX2015","A","1976",21.35567,
"SWE","CPI","TOT","IDX2015","A","1977",23.79914,
"SWE","CPI","TOT","IDX2015","A","1978",26.17793,
"SWE","CPI","TOT","IDX2015","A","1979",28.0653,
"SWE","CPI","TOT","IDX2015","A","1980",31.91203,
"SWE","CPI","TOT","IDX2015","A","1981",35.77464,
"SWE","CPI","TOT","IDX2015","A","1982",38.84739,
"SWE","CPI","TOT","IDX2015","A","1983",42.29432,
"SWE","CPI","TOT","IDX2015","A","1984",45.69658,
"SWE","CPI","TOT","IDX2015","A","1985",49.0656,
"SWE","CPI","TOT","IDX2015","A","1986",51.14397,
"SWE","CPI","TOT","IDX2015","A","1987",53.28617,
"SWE","CPI","TOT","IDX2015","A","1988",56.39004,
"SWE","CPI","TOT","IDX2015","A","1989",60.0234,
"SWE","CPI","TOT","IDX2015","A","1990",66.24576,
"SWE","CPI","TOT","IDX2015","A","1991",72.50243,
"SWE","CPI","TOT","IDX2015","A","1992",74.2239,
"SWE","CPI","TOT","IDX2015","A","1993",77.73334,
"SWE","CPI","TOT","IDX2015","A","1994",79.41093,
"SWE","CPI","TOT","IDX2015","A","1995",81.36058,
"SWE","CPI","TOT","IDX2015","A","1996",81.79434,
"SWE","CPI","TOT","IDX2015","A","1997",82.33289,
"SWE","CPI","TOT","IDX2015","A","1998",82.11295,
"SWE","CPI","TOT","IDX2015","A","1999",82.49245,
"SWE","CPI","TOT","IDX2015","A","2000",83.23418,
"SWE","CPI","TOT","IDX2015","A","2001",85.23676,
"SWE","CPI","TOT","IDX2015","A","2002",87.07658,
"SWE","CPI","TOT","IDX2015","A","2003",88.75337,
"SWE","CPI","TOT","IDX2015","A","2004",89.08501,
"SWE","CPI","TOT","IDX2015","A","2005",89.48872,
"SWE","CPI","TOT","IDX2015","A","2006",90.70596,
"SWE","CPI","TOT","IDX2015","A","2007",92.71252,
"SWE","CPI","TOT","IDX2015","A","2008",95.8991,
"SWE","CPI","TOT","IDX2015","A","2009",95.42492,
"SWE","CPI","TOT","IDX2015","A","2010",96.52992,
"SWE","CPI","TOT","IDX2015","A","2011",99.38832,
"SWE","CPI","TOT","IDX2015","A","2012",100.2713,
"SWE","CPI","TOT","IDX2015","A","2013",100.2269,
"SWE","CPI","TOT","IDX2015","A","2014",100.0468,
"SWE","CPI","TOT","IDX2015","A","2015",100,
"SWE","CPI","TOT","IDX2015","A","2016",100.9843,
"SWE","CPI","TOT","IDX2015","A","2017",102.7964,
"SWE","CPI","TOT","IDX2015","A","2018",104.8046,
"SWE","CPI","TOT","IDX2015","A","2019",106.6745,
"SWE","CPI","TOT","IDX2015","A","2020",107.205,
"CHE","CPI","TOT","IDX2015","A","1955",23.05194,
"CHE","CPI","TOT","IDX2015","A","1956",23.40031,
"CHE","CPI","TOT","IDX2015","A","1957",23.85998,
"CHE","CPI","TOT","IDX2015","A","1958",24.29939,
"CHE","CPI","TOT","IDX2015","A","1959",24.14155,
"CHE","CPI","TOT","IDX2015","A","1960",24.4889,
"CHE","CPI","TOT","IDX2015","A","1961",24.94082,
"CHE","CPI","TOT","IDX2015","A","1962",26.01727,
"CHE","CPI","TOT","IDX2015","A","1963",26.91232,
"CHE","CPI","TOT","IDX2015","A","1964",27.74136,
"CHE","CPI","TOT","IDX2015","A","1965",28.68859,
"CHE","CPI","TOT","IDX2015","A","1966",30.05875,
"CHE","CPI","TOT","IDX2015","A","1967",31.26266,
"CHE","CPI","TOT","IDX2015","A","1968",32.01166,
"CHE","CPI","TOT","IDX2015","A","1969",32.80844,
"CHE","CPI","TOT","IDX2015","A","1970",33.99479,
"CHE","CPI","TOT","IDX2015","A","1971",36.22934,
"CHE","CPI","TOT","IDX2015","A","1972",38.64222,
"CHE","CPI","TOT","IDX2015","A","1973",42.02522,
"CHE","CPI","TOT","IDX2015","A","1974",46.12999,
"CHE","CPI","TOT","IDX2015","A","1975",49.21913,
"CHE","CPI","TOT","IDX2015","A","1976",50.06347,
"CHE","CPI","TOT","IDX2015","A","1977",50.7123,
"CHE","CPI","TOT","IDX2015","A","1978",51.23402,
"CHE","CPI","TOT","IDX2015","A","1979",53.10286,
"CHE","CPI","TOT","IDX2015","A","1980",55.23891,
"CHE","CPI","TOT","IDX2015","A","1981",58.82409,
"CHE","CPI","TOT","IDX2015","A","1982",62.15065,
"CHE","CPI","TOT","IDX2015","A","1983",63.98397,
"CHE","CPI","TOT","IDX2015","A","1984",65.85963,
"CHE","CPI","TOT","IDX2015","A","1985",68.12218,
"CHE","CPI","TOT","IDX2015","A","1986",68.6333,
"CHE","CPI","TOT","IDX2015","A","1987",69.62184,
"CHE","CPI","TOT","IDX2015","A","1988",70.92549,
"CHE","CPI","TOT","IDX2015","A","1989",73.16338,
"CHE","CPI","TOT","IDX2015","A","1990",77.1171,
"CHE","CPI","TOT","IDX2015","A","1991",81.63585,
"CHE","CPI","TOT","IDX2015","A","1992",84.93152,
"CHE","CPI","TOT","IDX2015","A","1993",87.72799,
"CHE","CPI","TOT","IDX2015","A","1994",88.47553,
"CHE","CPI","TOT","IDX2015","A","1995",90.06794,
"CHE","CPI","TOT","IDX2015","A","1996",90.79897,
"CHE","CPI","TOT","IDX2015","A","1997",91.27132,
"CHE","CPI","TOT","IDX2015","A","1998",91.2877,
"CHE","CPI","TOT","IDX2015","A","1999",92.02388,
"CHE","CPI","TOT","IDX2015","A","2000",93.4581,
"CHE","CPI","TOT","IDX2015","A","2001",94.38242,
"CHE","CPI","TOT","IDX2015","A","2002",94.98903,
"CHE","CPI","TOT","IDX2015","A","2003",95.59531,
"CHE","CPI","TOT","IDX2015","A","2004",96.36285,
"CHE","CPI","TOT","IDX2015","A","2005",97.49219,
"CHE","CPI","TOT","IDX2015","A","2006",98.52512,
"CHE","CPI","TOT","IDX2015","A","2007",99.24667,
"CHE","CPI","TOT","IDX2015","A","2008",101.6544,
"CHE","CPI","TOT","IDX2015","A","2009",101.166,
"CHE","CPI","TOT","IDX2015","A","2010",101.8623,
"CHE","CPI","TOT","IDX2015","A","2011",102.0979,
"CHE","CPI","TOT","IDX2015","A","2012",101.3908,
"CHE","CPI","TOT","IDX2015","A","2013",101.1705,
"CHE","CPI","TOT","IDX2015","A","2014",101.1571,
"CHE","CPI","TOT","IDX2015","A","2015",100,
"CHE","CPI","TOT","IDX2015","A","2016",99.56538,
"CHE","CPI","TOT","IDX2015","A","2017",100.0968,
"CHE","CPI","TOT","IDX2015","A","2018",101.0341,
"CHE","CPI","TOT","IDX2015","A","2019",101.4007,
"CHE","CPI","TOT","IDX2015","A","2020",100.6647,
"TUR","CPI","TOT","IDX2015","A","1955",0.00001920915,
"TUR","CPI","TOT","IDX2015","A","1956",0.00002199758,
"TUR","CPI","TOT","IDX2015","A","1957",0.000024557,
"TUR","CPI","TOT","IDX2015","A","1958",0.00002760137,
"TUR","CPI","TOT","IDX2015","A","1959",0.00003495635,
"TUR","CPI","TOT","IDX2015","A","1960",0.00003693653,
"TUR","CPI","TOT","IDX2015","A","1961",0.00003810848,
"TUR","CPI","TOT","IDX2015","A","1962",0.00003959025,
"TUR","CPI","TOT","IDX2015","A","1963",0.00004210926,
"TUR","CPI","TOT","IDX2015","A","1964",0.00004258073,
"TUR","CPI","TOT","IDX2015","A","1965",0.00004452051,
"TUR","CPI","TOT","IDX2015","A","1966",0.00004829229,
"TUR","CPI","TOT","IDX2015","A","1967",0.00005504109,
"TUR","CPI","TOT","IDX2015","A","1968",0.00005836901,
"TUR","CPI","TOT","IDX2015","A","1969",0.00006124321,
"TUR","CPI","TOT","IDX2015","A","1970",0.00006609609,
"TUR","CPI","TOT","IDX2015","A","1971",0.00007866188,
"TUR","CPI","TOT","IDX2015","A","1972",0.00009078876,
"TUR","CPI","TOT","IDX2015","A","1973",0.000103443,
"TUR","CPI","TOT","IDX2015","A","1974",0.000128164,
"TUR","CPI","TOT","IDX2015","A","1975",0.0001553699,
"TUR","CPI","TOT","IDX2015","A","1976",0.0001824908,
"TUR","CPI","TOT","IDX2015","A","1977",0.0002299116,
"TUR","CPI","TOT","IDX2015","A","1978",0.0003722201,
"TUR","CPI","TOT","IDX2015","A","1979",0.0006087403,
"TUR","CPI","TOT","IDX2015","A","1980",0.001182544,
"TUR","CPI","TOT","IDX2015","A","1981",0.001627355,
"TUR","CPI","TOT","IDX2015","A","1982",0.002101526,
"TUR","CPI","TOT","IDX2015","A","1983",0.002761201,
"TUR","CPI","TOT","IDX2015","A","1984",0.004097411,
"TUR","CPI","TOT","IDX2015","A","1985",0.005939677,
"TUR","CPI","TOT","IDX2015","A","1986",0.007995404,
"TUR","CPI","TOT","IDX2015","A","1987",0.01110209,
"TUR","CPI","TOT","IDX2015","A","1988",0.01874139,
"TUR","CPI","TOT","IDX2015","A","1989",0.03059955,
"TUR","CPI","TOT","IDX2015","A","1990",0.04905226,
"TUR","CPI","TOT","IDX2015","A","1991",0.08141624,
"TUR","CPI","TOT","IDX2015","A","1992",0.1384696,
"TUR","CPI","TOT","IDX2015","A","1993",0.2299894,
"TUR","CPI","TOT","IDX2015","A","1994",0.4719728,
"TUR","CPI","TOT","IDX2015","A","1995",0.8925634,
"TUR","CPI","TOT","IDX2015","A","1996",1.610293,
"TUR","CPI","TOT","IDX2015","A","1997",2.98982,
"TUR","CPI","TOT","IDX2015","A","1998",5.520444,
"TUR","CPI","TOT","IDX2015","A","1999",9.101418,
"TUR","CPI","TOT","IDX2015","A","2000",14.0995,
"TUR","CPI","TOT","IDX2015","A","2001",21.76965,
"TUR","CPI","TOT","IDX2015","A","2002",31.55818,
"TUR","CPI","TOT","IDX2015","A","2003",38.37551,
"TUR","CPI","TOT","IDX2015","A","2004",41.67514,
"TUR","CPI","TOT","IDX2015","A","2005",45.08382,
"TUR","CPI","TOT","IDX2015","A","2006",49.41062,
"TUR","CPI","TOT","IDX2015","A","2007",53.7371,
"TUR","CPI","TOT","IDX2015","A","2008",59.34948,
"TUR","CPI","TOT","IDX2015","A","2009",63.0594,
"TUR","CPI","TOT","IDX2015","A","2010",68.46135,
"TUR","CPI","TOT","IDX2015","A","2011",72.89208,
"TUR","CPI","TOT","IDX2015","A","2012",79.37334,
"TUR","CPI","TOT","IDX2015","A","2013",85.32085,
"TUR","CPI","TOT","IDX2015","A","2014",92.87565,
"TUR","CPI","TOT","IDX2015","A","2015",100,
"TUR","CPI","TOT","IDX2015","A","2016",107.7751,
"TUR","CPI","TOT","IDX2015","A","2017",119.7859,
"TUR","CPI","TOT","IDX2015","A","2018",139.3499,
"TUR","CPI","TOT","IDX2015","A","2019",160.4988,
"TUR","CPI","TOT","IDX2015","A","2020",180.2064,
"GBR","CPI","TOT","IDX2015","A","1955",4.963509,
"GBR","CPI","TOT","IDX2015","A","1956",5.210714,
"GBR","CPI","TOT","IDX2015","A","1957",5.403058,
"GBR","CPI","TOT","IDX2015","A","1958",5.564762,
"GBR","CPI","TOT","IDX2015","A","1959",5.597103,
"GBR","CPI","TOT","IDX2015","A","1960",5.653274,
"GBR","CPI","TOT","IDX2015","A","1961",5.848171,
"GBR","CPI","TOT","IDX2015","A","1962",6.093589,
"GBR","CPI","TOT","IDX2015","A","1963",6.216591,
"GBR","CPI","TOT","IDX2015","A","1964",6.420594,
"GBR","CPI","TOT","IDX2015","A","1965",6.727098,
"GBR","CPI","TOT","IDX2015","A","1966",6.990102,
"GBR","CPI","TOT","IDX2015","A","1967",7.163605,
"GBR","CPI","TOT","IDX2015","A","1968",7.50011,
"GBR","CPI","TOT","IDX2015","A","1969",7.908616,
"GBR","CPI","TOT","IDX2015","A","1970",8.412123,
"GBR","CPI","TOT","IDX2015","A","1971",9.206635,
"GBR","CPI","TOT","IDX2015","A","1972",9.857644,
"GBR","CPI","TOT","IDX2015","A","1973",10.76416,
"GBR","CPI","TOT","IDX2015","A","1974",12.49116,
"GBR","CPI","TOT","IDX2015","A","1975",15.51493,
"GBR","CPI","TOT","IDX2015","A","1976",18.08413,
"GBR","CPI","TOT","IDX2015","A","1977",20.9487,
"GBR","CPI","TOT","IDX2015","A","1978",22.67972,
"GBR","CPI","TOT","IDX2015","A","1979",25.72363,
"GBR","CPI","TOT","IDX2015","A","1980",30.34512,
"GBR","CPI","TOT","IDX2015","A","1981",33.9491,
"GBR","CPI","TOT","IDX2015","A","1982",36.86834,
"GBR","CPI","TOT","IDX2015","A","1983",38.56771,
"GBR","CPI","TOT","IDX2015","A","1984",40.48094,
"GBR","CPI","TOT","IDX2015","A","1985",42.9387,
"GBR","CPI","TOT","IDX2015","A","1986",44.41047,
"GBR","CPI","TOT","IDX2015","A","1987",46.25303,
"GBR","CPI","TOT","IDX2015","A","1988",48.2,"B"
"GBR","CPI","TOT","IDX2015","A","1989",51,
"GBR","CPI","TOT","IDX2015","A","1990",55.1,
"GBR","CPI","TOT","IDX2015","A","1991",59.2,
"GBR","CPI","TOT","IDX2015","A","1992",61.9,
"GBR","CPI","TOT","IDX2015","A","1993",63.5,
"GBR","CPI","TOT","IDX2015","A","1994",64.9,
"GBR","CPI","TOT","IDX2015","A","1995",66.6,
"GBR","CPI","TOT","IDX2015","A","1996",68.5,
"GBR","CPI","TOT","IDX2015","A","1997",70,
"GBR","CPI","TOT","IDX2015","A","1998",71.3,
"GBR","CPI","TOT","IDX2015","A","1999",72.6,
"GBR","CPI","TOT","IDX2015","A","2000",73.4,
"GBR","CPI","TOT","IDX2015","A","2001",74.6,
"GBR","CPI","TOT","IDX2015","A","2002",75.7,
"GBR","CPI","TOT","IDX2015","A","2003",76.7,
"GBR","CPI","TOT","IDX2015","A","2004",77.8,
"GBR","CPI","TOT","IDX2015","A","2005",79.4,
"GBR","CPI","TOT","IDX2015","A","2006",81.4,
"GBR","CPI","TOT","IDX2015","A","2007",83.3,
"GBR","CPI","TOT","IDX2015","A","2008",86.2,
"GBR","CPI","TOT","IDX2015","A","2009",87.9,
"GBR","CPI","TOT","IDX2015","A","2010",90.1,
"GBR","CPI","TOT","IDX2015","A","2011",93.6,
"GBR","CPI","TOT","IDX2015","A","2012",96,
"GBR","CPI","TOT","IDX2015","A","2013",98.2,
"GBR","CPI","TOT","IDX2015","A","2014",99.6,
"GBR","CPI","TOT","IDX2015","A","2015",100,
"GBR","CPI","TOT","IDX2015","A","2016",101,
"GBR","CPI","TOT","IDX2015","A","2017",103.6,
"GBR","CPI","TOT","IDX2015","A","2018",106,
"GBR","CPI","TOT","IDX2015","A","2019",107.8,
"GBR","CPI","TOT","IDX2015","A","2020",108.9,
"USA","CPI","TOT","IDX2015","A","1955",11.29666,
"USA","CPI","TOT","IDX2015","A","1956",11.46894,
"USA","CPI","TOT","IDX2015","A","1957",11.85217,
"USA","CPI","TOT","IDX2015","A","1958",12.17564,
"USA","CPI","TOT","IDX2015","A","1959",12.2987,
"USA","CPI","TOT","IDX2015","A","1960",12.47801,
"USA","CPI","TOT","IDX2015","A","1961",12.61161,
"USA","CPI","TOT","IDX2015","A","1962",12.7628,
"USA","CPI","TOT","IDX2015","A","1963",12.92101,
"USA","CPI","TOT","IDX2015","A","1964",13.08626,
"USA","CPI","TOT","IDX2015","A","1965",13.2937,
"USA","CPI","TOT","IDX2015","A","1966",13.69452,
"USA","CPI","TOT","IDX2015","A","1967",14.07424,
"USA","CPI","TOT","IDX2015","A","1968",14.67546,
"USA","CPI","TOT","IDX2015","A","1969",15.47709,
"USA","CPI","TOT","IDX2015","A","1970",16.38068,
"USA","CPI","TOT","IDX2015","A","1971",17.08387,
"USA","CPI","TOT","IDX2015","A","1972",17.6429,
"USA","CPI","TOT","IDX2015","A","1973",18.73283,
"USA","CPI","TOT","IDX2015","A","1974",20.80371,
"USA","CPI","TOT","IDX2015","A","1975",22.70583,
"USA","CPI","TOT","IDX2015","A","1976",24.01023,
"USA","CPI","TOT","IDX2015","A","1977",25.5713,
"USA","CPI","TOT","IDX2015","A","1978",27.52264,
"USA","CPI","TOT","IDX2015","A","1979",30.62017,
"USA","CPI","TOT","IDX2015","A","1980",34.76896,
"USA","CPI","TOT","IDX2015","A","1981",38.36223,
"USA","CPI","TOT","IDX2015","A","1982",40.71438,
"USA","CPI","TOT","IDX2015","A","1983",42.0223,
"USA","CPI","TOT","IDX2015","A","1984",43.82949,
"USA","CPI","TOT","IDX2015","A","1985",45.38352,
"USA","CPI","TOT","IDX2015","A","1986",46.24493,
"USA","CPI","TOT","IDX2015","A","1987",47.9396,
"USA","CPI","TOT","IDX2015","A","1988",49.89445,
"USA","CPI","TOT","IDX2015","A","1989",52.30286,
"USA","CPI","TOT","IDX2015","A","1990",55.12614,
"USA","CPI","TOT","IDX2015","A","1991",57.46072,
"USA","CPI","TOT","IDX2015","A","1992",59.2011,
"USA","CPI","TOT","IDX2015","A","1993",60.94851,
"USA","CPI","TOT","IDX2015","A","1994",62.53771,
"USA","CPI","TOT","IDX2015","A","1995",64.29215,
"USA","CPI","TOT","IDX2015","A","1996",66.17669,
"USA","CPI","TOT","IDX2015","A","1997",67.72369,
"USA","CPI","TOT","IDX2015","A","1998",68.77496,
"USA","CPI","TOT","IDX2015","A","1999",70.27977,
"USA","CPI","TOT","IDX2015","A","2000",72.65302,
"USA","CPI","TOT","IDX2015","A","2001",74.70631,
"USA","CPI","TOT","IDX2015","A","2002",75.89118,
"USA","CPI","TOT","IDX2015","A","2003",77.61398,
"USA","CPI","TOT","IDX2015","A","2004",79.69189,
"USA","CPI","TOT","IDX2015","A","2005",82.39564,
"USA","CPI","TOT","IDX2015","A","2006",85.05367,
